id,location,products,groupement,subgroupement
29379684,"(43.4358, 1.6628)","[81408, 77313, 18690, 81410, 17028, 20614, 72328, 3337, 63627, 64272, 71316, 78356, 71317, 77589, 66839, 48537, 64665, 77721, 63482, 3372, 66989, 15793, 11574, 33335, 19898, 61629, 53566, 10946, 10947, 59847, 59848, 70601, 3530, 37961, 70605, 10957, 76623, 64590, 70225, 3410, 10965, 63445, 54232, 61687, 59873, 59874, 74342, 43113, 63466, 54639, 15985, 62706, 10611, 62707, 11766, 9974, 63480, 63481, 3450, 6013]",C10,CROUZIL FRERES
29564005,"(44.2361, 1.7717)","[77313, 60036, 20614, 3337, 3338, 18827, 71316, 71317, 77589, 66839, 77721, 48537, 77995, 3372, 57005, 66989, 80176, 15793, 66738, 11574, 33335, 19898, 61629, 10946, 10947, 59847, 59848, 37961, 10957, 63311, 76623, 3411, 10965, 54232, 5983, 59873, 59874, 72548, 54632, 43113, 54639, 15985, 62707, 11766, 9974, 63480, 6013]",C10,MESPOULET
29840997,"(46.2455, 4.7422)","[20614, 16519, 3337, 63627, 18827, 71316, 77589, 71317, 77721, 77995, 57005, 15793, 70579, 11574, 15800, 19898, 61629, 10946, 10947, 59847, 59848, 37961, 10957, 63311, 76623, 10965, 48859, 59873, 59874, 60387, 72548, 30822, 43113, 11766, 9974, 6013]",DISTRIBOISSONS,MURGIER
29379687,"(44.85, -0.2833)","[77313, 3337, 3338, 18827, 63627, 71317, 77589, 3372, 79923, 11574, 19898, 10946, 59847, 59848, 37961, 72396, 10957, 63311, 76623, 63445, 74582, 10965, 54232, 64601, 59873, 59874, 60387, 72548, 43113, 62706, 61684, 9974, 6013]",FRANCE BOISSONS,France BOISSONS
29563495,"(45.7309, 6.0053)","[81408, 77313, 81410, 78355, 78356, 79894, 80417, 59940, 59942, 79923, 33335, 37961, 64590, 67151, 29777, 64601, 30822, 74342, 43113, 15985, 65660, 17028, 75909, 20614, 72328, 63627, 69265, 71316, 71317, 64665, 40093, 77995, 57005, 66738, 61629, 10946, 10947, 10957, 9937, 10965, 62706, 62707, 9974, 18690, 3337, 3338, 64272, 77589, 66839, 74529, 3372, 80176, 11574, 53566, 47934, 63311, 76623, 3410, 3411, 74582, 74583, 5983, 72548, 54639, 10611, 6013, 18827, 59286, 48537, 77721, 21416, 70572, 66989, 15793, 70579, 19898, 70601, 3530, 70605, 63445, 54232, 59873, 59874, 60387, 67561, 63466, 67049, 11766, 63478, 63480, 63481, 63482]",C10,RAD
29379686,"(43.384, 0.5982)","[7519873, 10946, 10947, 63908, 59847, 59848, 3337, 3372, 76623, 9974, 11574, 54232, 19898, 6013]",C10,ETS AUTEFAGE
29379690,"(43.5003, 3.7117)","[77313, 3337, 3338, 63627, 18827, 77589, 71317, 3372, 11574, 19898, 10946, 10947, 59847, 59848, 10957, 76623, 3410, 54232, 48859, 59873, 59874, 43113, 62706, 9974, 11766, 6013]",FRANCE BOISSONS,France BOISSONS
29379692,"(47.3947, 0.9161)","[77313, 18690, 17028, 60036, 20614, 3337, 3338, 63627, 69265, 71316, 71317, 77589, 78356, 48537, 77721, 63908, 21416, 3372, 66989, 57005, 70572, 80176, 15793, 66738, 70579, 11574, 33335, 15800, 19898, 61629, 53566, 10946, 10947, 59847, 59848, 70601, 3530, 37961, 10957, 76623, 63311, 3410, 10965, 74582, 74583, 48859, 5983, 59873, 59874, 60387, 30822, 54632, 78313, 67562, 67049, 43113, 15985, 62706, 10611, 62707, 11766, 9974, 63480, 63481, 6013]",DISTRIBOISSONS,FAYETTE
29379694,"(45.2627, 5.6989)","[77313, 20614, 3337, 63627, 71317, 77589, 3372, 70579, 11574, 33335, 19898, 39616, 10946, 10947, 59847, 59848, 10957, 76623, 3410, 10965, 54232, 5983, 59873, 59874, 60387, 43113, 15985, 62706, 10611, 62707, 9974, 6013]",FRANCE BOISSONS,France BOISSONS
29379695,"(46.6501, 5.4404)","[77313, 18690, 17028, 20614, 72328, 3337, 3338, 63627, 75534, 69265, 78355, 71316, 78356, 71317, 66839, 64665, 48537, 77721, 74529, 59941, 16550, 21416, 3372, 66989, 57005, 70572, 80176, 15793, 70579, 11574, 33335, 15800, 19898, 61629, 53566, 47934, 10946, 10947, 59847, 59848, 70601, 3530, 37961, 10957, 76623, 63311, 9937, 3410, 3411, 29777, 10965, 63445, 54232, 59873, 59874, 60387, 72548, 30822, 54632, 43113, 54639, 15985, 62706, 10611, 62707, 11766, 9974, 63480, 63481, 3450, 6013]",C10,SA  JURA BOISSONS
29379696,"(45.1642, 0.5719)","[77313, 60036, 17028, 20614, 58245, 3337, 3338, 63627, 75534, 71316, 71317, 59286, 66839, 77721, 48537, 40093, 21416, 77995, 3372, 57005, 66989, 80176, 15793, 66738, 3507, 70579, 11574, 33335, 19898, 61629, 53566, 10946, 10947, 59847, 59848, 37961, 70601, 10957, 76623, 63311, 3410, 3411, 10965, 54232, 64601, 5983, 59873, 59874, 60387, 30822, 54632, 67561, 43113, 54639, 10611, 9974, 11766, 63481, 6013]",C10,LE BIHAN
29430384,"(49.0137, 2.4659)","[20614, 3337, 3338, 63627, 71317, 21416, 3372, 66989, 70572, 57005, 80176, 79923, 70579, 11574, 33335, 19898, 61629, 10946, 10947, 59847, 59848, 70601, 3530, 63311, 76623, 3410, 10965, 74582, 63445, 54232, 64601, 59873, 59874, 60387, 67049, 43113, 62706, 62707, 9974, 11766, 63481, 65660, 6013]",INDEPENDANTS,LBA LES BRASSERIES D'ALEXANDRE
29379698,"(44.9333, 4.9)","[77313, 20614, 72328, 3337, 3338, 63627, 71316, 71317, 77589, 48537, 77721, 67483, 64665, 77995, 3372, 66989, 15793, 11574, 33335, 19898, 61629, 10946, 10947, 59847, 59848, 70601, 10957, 76623, 63311, 3410, 10965, 74582, 74583, 54232, 66780, 59873, 59874, 60387, 54632, 67049, 43113, 54639, 62706, 62707, 9974, 11766, 6013]",DISTRIBOISSONS,MONTANER
29446255,"(47.7993, -0.721)","[17028, 75909, 20614, 72328, 3337, 82315, 64272, 71316, 48537, 74529, 59940, 59942, 3372, 66989, 33335, 19898, 61629, 53566, 10946, 10947, 59847, 59848, 70601, 3530, 10958, 3450, 48859, 59873, 59874, 61943, 65643, 15985, 10611, 61684, 61685, 11766, 61687, 62707, 63482]",NATIONAL CUSTOMER,VINOBEER
29379701,"(49.3503, 0.651)","[10946, 10947, 20614, 3337, 3372, 66738, 62707, 62706, 10965, 9974, 11766, 11574, 60505, 6013, 5983]",C10,SARL LA MAISON DU PERE TRANQUILLE
29379702,"(48.3785, 1.4515)","[18690, 20614, 71317, 66839, 48537, 77721, 3372, 66989, 57005, 70572, 15793, 70579, 11574, 33335, 19898, 61629, 53566, 47934, 10946, 10947, 59847, 59848, 37961, 10957, 10965, 54232, 59873, 59874, 30822, 54639, 62706, 10611, 62707, 9974, 11766, 6013]",C10,OBD   
29379708,"(48.6667, -4.05)","[77313, 18690, 20614, 3337, 63627, 71317, 77589, 3372, 57005, 66989, 80176, 11574, 19898, 61629, 58941, 10946, 10947, 70601, 10957, 63311, 10965, 54232, 62707, 9974, 65660, 6013]",C10,COZIGOU  
29610633,"('nan', 'nan')","[77313, 3337, 18827, 77589, 71317, 3371, 3372, 10946, 59847, 59848, 10957, 76623, 54232, 60505, 59873, 59874, 72548, 43113, 62706, 9974, 6013]",FRANCE BOISSONS,France BOISSONS
29799562,"(49.4818, 2.128)","[77313, 18690, 17028, 58245, 20614, 16519, 3337, 3338, 63627, 71316, 77589, 71317, 66839, 48537, 77721, 16550, 3372, 66989, 57005, 80176, 15793, 66738, 70579, 11574, 33335, 19898, 61629, 10946, 10947, 59847, 59848, 37961, 3530, 70601, 72396, 10957, 76623, 29777, 3410, 10965, 54232, 48859, 66780, 5983, 59873, 59874, 72548, 30822, 43113, 15985, 62706, 10611, 62707, 11766, 9974, 63480, 65660, 6013]",DISTRIBOISSONS,GROUPE ROUQUETTE
29983887,"(44.9975, 5.1859)","[18690, 17028, 20614, 3338, 82315, 18827, 64272, 71316, 77589, 48537, 66989, 33335, 19898, 61629, 53566, 47934, 10946, 10947, 59847, 59848, 70601, 3530, 10958, 59873, 59874, 72548, 10611, 61684, 61685, 11766, 59895, 63480, 63481, 3450]",NATIONAL CUSTOMER,MY BEERS
29643421,"(48.2751, 2.6908)","[77313, 43113, 62474, 76623, 63285, 54232, 72414]",NATIONAL CUSTOMER,STEF Logistique Nemours
29780131,"(48.363, 2.9875)","[59874, 10946, 54632, 3337, 3372, 3410, 10965, 11574, 63445, 66839]",FRANCE BOISSONS,France BOISSONS
29379236,"(48.5333, -4.3167)","[77313, 18690, 60036, 17028, 20614, 58245, 3337, 63627, 18827, 69265, 71316, 71317, 66839, 48537, 77978, 80417, 3372, 66989, 57005, 80176, 11574, 33335, 15800, 19898, 58941, 39616, 10946, 10947, 59847, 59848, 70601, 3530, 10957, 63311, 76623, 3410, 62034, 10965, 74582, 54232, 5983, 60387, 43113, 15985, 53236, 9974, 11766, 65660, 6013]",C10,COZIGOU  
29563563,"(48.9333, 2.3)","[17028, 20614, 72328, 71316, 78356, 48537, 64665, 66989, 33335, 19898, 61629, 53566, 10946, 10947, 70601, 3530, 62707, 11766, 63480, 63481, 3450]",NATIONAL CUSTOMER,INTER CAVES
29793472,"(48.6721, 2.3932)","[59873, 59874, 77313, 59847, 59848, 43113, 70601, 10957, 66989, 71317, 11574, 54232, 61629]",DISTRIBOISSONS,ENTREPOT DARBONNE
40007881,"(48.8695, 6.0403)","[77313, 18690, 17028, 60036, 20614, 3337, 63627, 46093, 71316, 77589, 59286, 71317, 48537, 64665, 76828, 40093, 3372, 66989, 80176, 66738, 11574, 33335, 19898, 61629, 53566, 10946, 10947, 59847, 59848, 37961, 3530, 70601, 72396, 10957, 63311, 29777, 3410, 10965, 74582, 74583, 60387, 54639, 15985, 62706, 10611, 62707, 11766, 9974, 63480, 63481, 3450]",C10,REGA
29379283,"(45.0717, 5.6425)","[81408, 77313, 81410, 78355, 78356, 79894, 76828, 59942, 79923, 33335, 37961, 64590, 70225, 29777, 64601, 34906, 74342, 30822, 43113, 15985, 17028, 20614, 72328, 63627, 71316, 71317, 76952, 64665, 57005, 66738, 61629, 39616, 10946, 10947, 72396, 10957, 10965, 48859, 62706, 62707, 9974, 18690, 3337, 3338, 75534, 64272, 77589, 66839, 69407, 74529, 78123, 3372, 11574, 53566, 76623, 63311, 3410, 3411, 76626, 74582, 74583, 5983, 72548, 54632, 54639, 10611, 6013, 18827, 48537, 77721, 21416, 70572, 66989, 15793, 70579, 19898, 59847, 59848, 70601, 3530, 70605, 63445, 54232, 59873, 59874, 60387, 63466, 11766, 63480, 63481, 63482]",C10,RAD
29988565,"(50.3667, 3.4833)","[77721, 16550, 3372, 15793, 70579, 11574, 59847, 59848, 3410, 3411, 10965, 5983, 59874, 67561, 65642, 67562, 62706, 62707, 65660, 6013]",C10,SOREDIS
29727962,"(50.9623, 2.4096)","[77313, 60036, 17028, 58245, 16519, 72328, 3337, 3338, 78355, 78356, 71316, 64665, 63908, 16550, 3372, 57005, 66989, 80176, 66738, 11574, 33335, 19898, 61629, 53566, 10946, 10947, 59848, 37961, 10957, 29777, 3410, 10965, 48859, 5983, 59874, 54632, 67561, 67562, 62707, 10611, 9974, 11766, 63481, 6013]",INDEPENDANTS,BVB
29378784,"(50.6978, 2.2423)","[18690, 17028, 60036, 20614, 16519, 72328, 3337, 3338, 64272, 71316, 78356, 66839, 48537, 77721, 63482, 58277, 16550, 3372, 66989, 70572, 57005, 80176, 15793, 66738, 70579, 11574, 33335, 19898, 61629, 53566, 10946, 10947, 59848, 70601, 3530, 10957, 70605, 29777, 3410, 70225, 48859, 5983, 59873, 59874, 30822, 54632, 62706, 62707, 11766, 9974, 63480, 63481, 3450, 6013]",INDEPENDANTS,ALLAN
29378785,"(50.6177, 2.3964)","[18690, 17028, 58245, 20614, 16519, 72328, 3337, 3338, 63627, 46093, 78356, 71316, 77589, 71317, 48537, 64665, 77721, 16550, 3372, 66989, 57005, 70572, 80176, 15793, 66738, 11574, 33335, 68280, 19898, 61629, 53566, 10687, 10946, 10947, 59847, 59848, 70601, 37961, 70605, 10957, 10958, 76623, 29777, 3410, 10965, 48859, 66780, 5983, 59873, 59874, 60387, 30822, 54632, 69490, 62707, 62706, 11766, 9974, 63480, 65660]",C10,BEDAGUE
40002273,"(48.112, -1.6743)","[77313, 20614, 63627, 77589, 71317, 3372, 57005, 80176, 11574, 19898, 61629, 10946, 10947, 59847, 59848, 3530, 10957, 76623, 63311, 3410, 10965, 63445, 5983, 60387, 30822, 9974, 11766, 6013]",C10,COZIGOU  
29379815,"(49.3331, 1.0941)","[77313, 18690, 17028, 20614, 3337, 3338, 63627, 71316, 71317, 77589, 59286, 66839, 48537, 40093, 16550, 3372, 66989, 57005, 70572, 80176, 66738, 70579, 11574, 33335, 15800, 19898, 61629, 53566, 39616, 10946, 10947, 59847, 59848, 70601, 37961, 10957, 76623, 29777, 3410, 3411, 10965, 54232, 66780, 5983, 59873, 59874, 30822, 67561, 43113, 62706, 10611, 62707, 11766, 9974, 63480, 6013]",DISTRIBOISSONS,BONO
29379818,"(48.9981, 1.6313)","[77313, 10946, 3337, 3410, 62707, 11574, 54232, 6013]",FRANCE BOISSONS,France BOISSONS
29379819,"(49.0435, 2.1213)","[81408, 77313, 18690, 58245, 20614, 3337, 3338, 63627, 71316, 71317, 59286, 66839, 77589, 77721, 77978, 74529, 21416, 3372, 66989, 57005, 80176, 15793, 53425, 11574, 33335, 15800, 19898, 61629, 53566, 47934, 10946, 10947, 59847, 59848, 70601, 37961, 10957, 63311, 76623, 3410, 3411, 10965, 74582, 63445, 54232, 64601, 66780, 5983, 59873, 59874, 60387, 72548, 74342, 30822, 54632, 43113, 54639, 62706, 62707, 61685, 9974, 11766, 65660, 6013]",C10,TRIBOUILLET
29379820,"(46.6, -0.5582)","[81408, 18690, 17028, 20614, 72328, 3337, 63627, 63479, 78356, 71316, 77589, 71317, 66839, 64665, 48537, 3372, 66989, 70572, 53425, 66738, 70579, 11574, 33335, 19898, 61629, 53566, 10946, 10947, 59847, 59848, 70601, 3530, 37961, 10957, 3450, 76623, 3410, 10965, 63445, 58328, 48859, 66780, 5983, 60387, 54632, 62706, 10611, 62707, 61685, 11766, 9974, 63480, 63481, 63482, 6013]",C10,SCOB
29635311,"(49.827, 4.2107)","[18690, 17028, 60036, 20614, 16519, 72328, 3337, 3338, 64272, 78356, 71316, 71317, 48537, 64665, 77721, 40093, 63482, 63908, 16550, 3372, 66989, 57005, 70572, 15793, 3507, 11574, 33335, 19898, 61629, 47934, 53566, 10946, 10947, 59848, 70601, 3530, 10957, 10958, 29777, 9938, 3410, 9937, 10965, 63445, 54232, 48859, 5983, 59873, 59874, 30822, 54632, 43113, 10611, 62707, 11766, 9974, 63480, 63481, 3450, 6013]",DISTRIBOISSONS,B.B.C.D. (Hirson)
29379824,"(50.0032, 2.9109)","[16550, 16519, 3337, 3372, 57005, 29777, 10965, 11574, 6013, 5983]",INDEPENDANTS,LENGLET
29379826,"(48.7833, 2.4667)","[81408, 77313, 81410, 76828, 59940, 59941, 79923, 33335, 64590, 70225, 64601, 74342, 30822, 43113, 65660, 17028, 75909, 20614, 72328, 63627, 71316, 71317, 76952, 64665, 61629, 10946, 10947, 10957, 10958, 10965, 62707, 61684, 9974, 61687, 18690, 18692, 3337, 3338, 77589, 66839, 74529, 3372, 11574, 53566, 76623, 63311, 3410, 74582, 45918, 72548, 10611, 3450, 6013, 18827, 59286, 48537, 77721, 70572, 66989, 15793, 19898, 59847, 59848, 70601, 3530, 70605, 63445, 54232, 59873, 59874, 60387, 63478, 59895, 63480, 63481, 63482, 11766]",DISTRIBOISSONS,J.MILLIET BERCY BISTROT CASH
29379827,"(43.9298, 2.148)","[77313, 18690, 3337, 3338, 63627, 18827, 75534, 71316, 71317, 77589, 66839, 77721, 48537, 21416, 3372, 66989, 57005, 70572, 15793, 79923, 70579, 11574, 33335, 61629, 53566, 10946, 10947, 59847, 59848, 70601, 37961, 10957, 76623, 63311, 3410, 3411, 10965, 63445, 54232, 64601, 66780, 59873, 59874, 60387, 72548, 43113, 63466, 15985, 62706, 62707, 9974, 11766, 6013]",DISTRIBOISSONS,RAYMOND
29379828,"(45.6961, 4.9389)","[77313, 78355, 78356, 59940, 59942, 33335, 37961, 70225, 34906, 30822, 43113, 15985, 17028, 75909, 20614, 72328, 63627, 71316, 71317, 76952, 64665, 66719, 57005, 66738, 61629, 10946, 10947, 10957, 9938, 10965, 48859, 66780, 62706, 62707, 9974, 18690, 3337, 3338, 75534, 77589, 66839, 3372, 80176, 11574, 53566, 47934, 63311, 76623, 3410, 3411, 74582, 74583, 5983, 72548, 54639, 10611, 6013, 18827, 59286, 48537, 77721, 63908, 21416, 66989, 15793, 70579, 19898, 59847, 59848, 70601, 54232, 73181, 59873, 59874, 60387, 67049, 11766, 63480, 63481, 77311]",C10,RAD
29379829,"(47.7954, 6.4907)","[81408, 77313, 18690, 81410, 60036, 17028, 20614, 72328, 3337, 3338, 63627, 18827, 71316, 78356, 71317, 77589, 66839, 64665, 48537, 77721, 63908, 77995, 3372, 66989, 57005, 20527, 80176, 15793, 66738, 70572, 70579, 11574, 33335, 19898, 61629, 53566, 47934, 10946, 10947, 59847, 59848, 70601, 3530, 37961, 70605, 10957, 63311, 76623, 29777, 3410, 3411, 3450, 10965, 74582, 74583, 63445, 54232, 66780, 5983, 59873, 74342, 30822, 54632, 67561, 43113, 54639, 62706, 10611, 62707, 11766, 9974, 63480, 63481, 63482, 15740, 6013]",C10,BURGEY ROBERT ET FILS
29379830,"(46.7633, 4.8393)","[77313, 18690, 17028, 58245, 20614, 3337, 3338, 18827, 71316, 71317, 77589, 66839, 64665, 48537, 21416, 3372, 66989, 70572, 57005, 11574, 33335, 15800, 19898, 61629, 10946, 10947, 59847, 59848, 37961, 3530, 10957, 63311, 76623, 3410, 10965, 74583, 54232, 59874, 72548, 30822, 54632, 43113, 10611, 11766, 9974, 6013]",C10,SOREDIS
29379831,"(47.6982, -0.0755)","[77313, 18690, 20614, 72328, 3337, 63627, 71316, 71317, 66839, 48537, 3372, 66989, 70572, 66738, 70579, 11574, 33335, 19898, 61629, 10946, 10947, 59847, 59848, 70601, 10957, 76623, 3410, 10965, 54232, 66780, 5983, 59873, 59874, 60387, 54632, 43113, 15985, 62706, 10611, 62707, 9974, 11766, 6013]",DISTRIBOISSONS,Sarthe Anjou Boissons
29379833,"(45.55, 6.6667)","[20614, 3337, 71317, 77589, 77721, 77995, 3372, 66989, 15793, 11574, 33335, 68280, 19898, 61629, 10946, 10947, 59847, 59848, 10957, 76623, 63445, 10965, 64601, 45918, 59873, 59874, 72548, 30822, 54632, 67561, 43113, 62706, 62707, 9974, 11766, 6013]",DISTRIBOISSONS,MURGIER
29683450,"(46.3064, 6.4447)","[77313, 18690, 20614, 3337, 63627, 71316, 77589, 71317, 3372, 11574, 19898, 10946, 10947, 59847, 59848, 37961, 10957, 76623, 10965, 63445, 54232, 64601, 48859, 72413, 59873, 59874, 60387, 72548, 77034, 62706, 62707, 9974, 6013]",DISTRIBOISSONS,MURGIER
29379835,"(45.588, 6.4551)","[77313, 18690, 60036, 20614, 3337, 3338, 63627, 71317, 66839, 48537, 3372, 66989, 57005, 70572, 80176, 66738, 70579, 11574, 33335, 15800, 19898, 61629, 47934, 53566, 10946, 10947, 59847, 59848, 37961, 10957, 64590, 76623, 29777, 3410, 3411, 10965, 63445, 54232, 64601, 66780, 5983, 59873, 59874, 72548, 30822, 54632, 43113, 54639, 15985, 62706, 62707, 11766, 9974, 6013]",C10,ETS HYBORD ESCANDE DISTRIBUTION
29379836,"(45.5856, 6.3045)","[77313, 18690, 60036, 20614, 72328, 3337, 3338, 63627, 69265, 78356, 71316, 71317, 66839, 64665, 48537, 3372, 66989, 57005, 70572, 80176, 66738, 70579, 11574, 33335, 19898, 61629, 53566, 10946, 10947, 59847, 59848, 70601, 3530, 10957, 76623, 29777, 3410, 10965, 54232, 48859, 5983, 59873, 59874, 30822, 54632, 67561, 67049, 54639, 15985, 62706, 10611, 62707, 11766, 9974, 63480, 63481, 65660, 6013]",INDEPENDANTS,LE GRAND ARC
29379834,"(45.6221, 6.7996)","[77313, 18690, 60036, 75909, 20614, 3337, 3338, 63627, 71316, 77589, 71317, 59286, 48537, 74529, 59940, 3372, 66989, 70572, 70579, 11574, 33335, 19898, 61629, 53566, 10946, 10947, 59847, 59848, 37961, 70601, 10957, 63311, 76623, 3410, 63445, 10965, 74582, 54232, 64601, 59873, 59874, 60387, 72548, 30822, 45416, 67561, 43113, 15985, 62706, 62707, 9974, 11766, 6013]",DISTRIBOISSONS,MONTANER
29379838,"('nan', 'nan')","[77313, 17028, 75909, 20614, 3337, 3338, 63627, 71317, 77589, 66839, 48537, 77721, 76828, 59942, 3372, 70572, 57005, 15793, 79923, 11574, 33335, 19898, 61629, 53566, 39616, 10946, 10947, 59847, 59848, 37961, 10957, 64590, 63311, 76623, 9937, 3410, 9938, 29777, 10965, 74582, 63445, 3411, 64601, 54232, 48859, 5983, 59873, 59874, 60387, 72548, 30822, 54632, 43113, 54639, 15985, 62706, 62707, 11766, 9974, 6013]",FRANCE BOISSONS,France BOISSONS
29379840,"(49.3556, 1.0065)","[18690, 20614, 3337, 78355, 71317, 66839, 48537, 3372, 11574, 33335, 53566, 10946, 10947, 59847, 59848, 76623, 3410, 10965, 5983, 59873, 59874, 54632, 62706, 9974]",FRANCE BOISSONS,France BOISSONS
29379841,"('nan', 'nan')","[77313, 18690, 58245, 20614, 3337, 3338, 63627, 18827, 75534, 78355, 71316, 71317, 77589, 59286, 79894, 66839, 77721, 74529, 21416, 77995, 3372, 57005, 66989, 80176, 15793, 66738, 79923, 70579, 11574, 33335, 15800, 19898, 61629, 53566, 47934, 39616, 10946, 10947, 59847, 59848, 37961, 10957, 64590, 63311, 76623, 3410, 3411, 10965, 74582, 74583, 63445, 54232, 64601, 66780, 5983, 59873, 59874, 60387, 72548, 30822, 54632, 67561, 63466, 43113, 54639, 15985, 62706, 10611, 62707, 9974, 11766, 65660, 6013]",C10,OBD   
29379842,"(48.8811, 2.5929)","[77313, 18690, 81410, 17028, 20614, 16519, 3337, 18827, 63627, 77589, 71317, 48537, 16550, 3372, 66989, 57005, 70579, 11574, 33335, 19898, 10946, 10947, 59848, 3530, 10957, 76623, 63311, 3410, 10965, 74583, 54232, 5983, 59873, 59874, 67049, 9974, 11766, 65660, 6013]",DISTRIBOISSONS,GROUPE ROUQUETTE
29379843,"(48.9869, 2.4489)","[20614, 63627, 78355, 71317, 66839, 77721, 77995, 3372, 15793, 11574, 58941, 10946, 10947, 59847, 59848, 3410, 3411, 10965, 74582, 5983, 60387, 54639, 15985, 62706, 62707, 9974]",INDEPENDANTS,BRIE LA FRANCILIENNE
29379844,"(48.9535, 2.3151)","[77313, 63627, 78355, 71317, 59286, 77589, 77721, 74529, 21416, 3372, 15793, 11574, 19898, 58941, 39616, 10946, 10947, 59847, 59848, 63311, 3410, 10965, 63445, 74582, 60387, 45416, 63466, 62706, 9974, 6013]",INDEPENDANTS,NAIT TAHAR MENAD
29379845,"(48.9869, 2.4489)","[10946, 10947, 20614, 3337, 3530, 70572, 10957, 69265, 3410, 62706, 62707, 11574, 9974, 19898, 65660]",INDEPENDANTS,SARLCAFES MOULUS POUR LIMONADIER
29379846,"(48.9, 2.45)","[17028, 20614, 3337, 77589, 11574, 10946, 10947, 59848, 76623, 3410, 10965, 5983, 59873, 59874, 43113, 62706, 62707, 9974, 6013]",C10,LES FRERES GOURMANDS
29379849,"(48.7038, 2.3391)","[77313, 18690, 20614, 3337, 3338, 63627, 71316, 71317, 59286, 79894, 77589, 48537, 77721, 66839, 76828, 40093, 74529, 21416, 3372, 66989, 57005, 80176, 15793, 66738, 70579, 11574, 19898, 61629, 53566, 47934, 39616, 10946, 10947, 59847, 59848, 37961, 70601, 10957, 64590, 63311, 76623, 9937, 3410, 3411, 10965, 63445, 74583, 54232, 64601, 74582, 5983, 59873, 59874, 60387, 72548, 30822, 54632, 43113, 54639, 15985, 62706, 10611, 62707, 11766, 9974, 65660, 6013]",C10,OBD   
29379850,"(48.7695, 2.4793)","[77313, 20614, 3337, 3338, 18827, 63627, 71317, 77589, 66839, 76952, 48537, 77721, 59286, 76828, 40093, 63908, 59942, 3372, 57005, 66989, 70572, 80176, 15793, 70579, 11574, 33335, 19898, 53566, 39616, 10946, 76611, 10947, 59847, 59848, 37961, 10957, 76623, 63311, 29777, 3410, 10965, 63445, 74582, 54232, 60505, 64601, 66780, 59873, 59874, 60387, 72548, 43113, 54639, 62706, 62707, 9974, 6013]",FRANCE BOISSONS,France BOISSONS
29379853,"(47.5382, 6.4026)","[81408, 77313, 18690, 81409, 17028, 81411, 20614, 81410, 72328, 3337, 3338, 82315, 18827, 63627, 78355, 78356, 71316, 77589, 71317, 76952, 64665, 48537, 76828, 74529, 63482, 59942, 21416, 70572, 66989, 57005, 66738, 70579, 11574, 33335, 19898, 61629, 53566, 10946, 10947, 59847, 59848, 70601, 3530, 70605, 10957, 76623, 70225, 63445, 10965, 48859, 59873, 59874, 72548, 74342, 30822, 54632, 63466, 62706, 10611, 62707, 11766, 9974, 63480, 63481, 3450, 6013]",C10,DAMIDEAUX MICHEL BOISSONS
29379855,"(43.733, 6.1765)","[81408, 77313, 18690, 81410, 17028, 60036, 20614, 58245, 72328, 3337, 3338, 63627, 18827, 69265, 71316, 77589, 78356, 71317, 59286, 48537, 64665, 77721, 80417, 59940, 59941, 77995, 3372, 66989, 57005, 70572, 80176, 15793, 66738, 70579, 11574, 33335, 15800, 19898, 61629, 53566, 10946, 10947, 70601, 3530, 10957, 10958, 76623, 3450, 29777, 3410, 10965, 63445, 54232, 48859, 66780, 15710, 59873, 59874, 72548, 74342, 30822, 54632, 67561, 63466, 62706, 10611, 62707, 61685, 11766, 61943, 63480, 63481, 63482, 9974, 65660, 6013]",C10,OLIVIER FRERES
29379857,"(48.9333, 2.3)","[77313, 20614, 3337, 3338, 63627, 18827, 71317, 77589, 66839, 48537, 76828, 3372, 70572, 79923, 70579, 11574, 33335, 19898, 10946, 10947, 59847, 59848, 37961, 10957, 10958, 76623, 63311, 3410, 63445, 10965, 54232, 60505, 64601, 66780, 45918, 5983, 59873, 59874, 60387, 72548, 43113, 62706, 61685, 9974, 6013]",FRANCE BOISSONS,France BOISSONS
